"participant_id","date","n_points","missing_any","outliers","low_battery_cnt","pct_missing","qc_flag"
"P0021",2024-03-27,158,2,NA,0,1.27,NA
"P0022",2024-04-06,264,4,NA,0,1.52,NA
"P0022",2024-04-07,288,6,NA,0,2.08,NA
"P0022",2024-04-08,288,8,NA,0,2.78,NA
"P0022",2024-04-09,288,8,NA,0,2.78,NA
"P0022",2024-04-10,288,12,NA,0,4.17,NA
"P0022",2024-04-11,288,6,NA,0,2.08,NA
"P0022",2024-04-12,288,10,NA,0,3.47,NA
"P0022",2024-04-13,288,8,NA,0,2.78,NA
"P0022",2024-04-14,288,7,NA,0,2.43,NA
"P0022",2024-04-15,288,3,NA,0,1.04,NA
"P0022",2024-04-16,288,5,NA,0,1.74,NA
"P0022",2024-04-17,288,5,NA,0,1.74,NA
"P0022",2024-04-18,288,10,NA,0,3.47,NA
"P0022",2024-04-19,288,2,NA,0,0.69,NA
"P0022",2024-04-20,288,12,NA,0,4.17,NA
"P0022",2024-04-21,288,12,NA,0,4.17,NA
"P0022",2024-04-22,288,4,NA,0,1.39,NA
"P0022",2024-04-23,288,9,NA,0,3.12,NA
"P0022",2024-04-24,288,10,NA,0,3.47,NA
"P0022",2024-04-25,288,6,NA,0,2.08,NA
"P0022",2024-04-26,288,3,NA,0,1.04,NA
"P0022",2024-04-27,288,6,NA,0,2.08,NA
"P0022",2024-04-28,288,10,NA,0,3.47,NA
"P0022",2024-04-29,288,6,NA,0,2.08,NA
"P0022",2024-04-30,288,9,NA,0,3.12,NA
"P0022",2024-05-01,288,10,NA,0,3.47,NA
"P0022",2024-05-02,288,4,NA,0,1.39,NA
"P0022",2024-05-03,288,10,NA,0,3.47,NA
"P0022",2024-05-04,288,6,NA,0,2.08,NA
"P0022",2024-05-05,288,10,NA,0,3.47,NA
"P0022",2024-05-06,288,7,NA,0,2.43,NA
"P0022",2024-05-07,288,7,NA,0,2.43,NA
"P0022",2024-05-08,288,6,NA,0,2.08,NA
"P0022",2024-05-09,288,6,NA,0,2.08,NA
"P0022",2024-05-10,288,8,NA,0,2.78,NA
"P0022",2024-05-11,288,14,NA,0,4.86,NA
"P0022",2024-05-12,288,5,NA,0,1.74,NA
"P0022",2024-05-13,288,10,NA,0,3.47,NA
"P0022",2024-05-14,288,7,NA,0,2.43,NA
"P0022",2024-05-15,288,7,NA,0,2.43,NA
"P0022",2024-05-16,288,7,NA,0,2.43,NA
"P0022",2024-05-17,288,8,NA,0,2.78,NA
"P0022",2024-05-18,288,5,NA,0,1.74,NA
"P0022",2024-05-19,288,5,NA,0,1.74,NA
"P0022",2024-05-20,288,8,NA,0,2.78,NA
"P0022",2024-05-21,288,3,NA,0,1.04,NA
"P0022",2024-05-22,288,10,NA,0,3.47,NA
"P0022",2024-05-23,288,3,NA,0,1.04,NA
"P0022",2024-05-24,288,3,NA,0,1.04,NA
"P0022",2024-05-25,288,10,NA,0,3.47,NA
"P0022",2024-05-26,288,7,NA,0,2.43,NA
"P0022",2024-05-27,288,4,NA,0,1.39,NA
"P0022",2024-05-28,288,8,NA,0,2.78,NA
"P0022",2024-05-29,288,5,NA,0,1.74,NA
"P0022",2024-05-30,288,9,NA,0,3.12,NA
"P0022",2024-05-31,184,4,NA,0,2.17,NA
"P0023",2024-06-29,60,3,NA,0,5,NA
"P0023",2024-06-30,288,4,NA,0,1.39,NA
"P0023",2024-07-01,288,10,NA,0,3.47,NA
"P0023",2024-07-02,288,8,NA,0,2.78,NA
"P0023",2024-07-03,288,9,NA,0,3.12,NA
"P0023",2024-07-04,288,4,NA,0,1.39,NA
"P0023",2024-07-05,288,8,NA,0,2.78,NA
"P0023",2024-07-06,288,5,NA,0,1.74,NA
"P0023",2024-07-07,288,5,NA,0,1.74,NA
"P0023",2024-07-08,288,10,NA,0,3.47,NA
"P0023",2024-07-09,288,6,NA,0,2.08,NA
"P0023",2024-07-10,288,8,NA,0,2.78,NA
"P0023",2024-07-11,288,7,NA,0,2.43,NA
"P0023",2024-07-12,288,12,NA,0,4.17,NA
"P0023",2024-07-13,288,2,NA,0,0.69,NA
"P0023",2024-07-14,288,3,NA,0,1.04,NA
"P0023",2024-07-15,288,8,NA,0,2.78,NA
"P0023",2024-07-16,288,11,NA,0,3.82,NA
"P0023",2024-07-17,288,4,NA,0,1.39,NA
"P0023",2024-07-18,288,6,NA,0,2.08,NA
"P0023",2024-07-19,288,5,NA,0,1.74,NA
"P0023",2024-07-20,288,5,NA,0,1.74,NA
"P0023",2024-07-21,288,8,NA,0,2.78,NA
"P0023",2024-07-22,288,4,NA,0,1.39,NA
"P0023",2024-07-23,288,4,NA,0,1.39,NA
"P0023",2024-07-24,288,9,NA,0,3.12,NA
"P0023",2024-07-25,288,6,NA,0,2.08,NA
"P0023",2024-07-26,288,7,NA,0,2.43,NA
"P0023",2024-07-27,288,9,NA,0,3.12,NA
"P0023",2024-07-28,288,7,NA,0,2.43,NA
"P0023",2024-07-29,288,10,NA,0,3.47,NA
"P0023",2024-07-30,288,5,NA,0,1.74,NA
"P0023",2024-07-31,288,9,NA,0,3.12,NA
"P0023",2024-08-01,288,6,NA,0,2.08,NA
"P0023",2024-08-02,288,4,NA,0,1.39,NA
"P0023",2024-08-03,288,6,NA,0,2.08,NA
"P0023",2024-08-04,288,7,NA,0,2.43,NA
"P0023",2024-08-05,288,4,NA,0,1.39,NA
"P0023",2024-08-06,288,10,NA,0,3.47,NA
"P0023",2024-08-07,288,7,NA,0,2.43,NA
"P0023",2024-08-08,288,6,NA,0,2.08,NA
"P0023",2024-08-09,288,2,NA,0,0.69,NA
"P0023",2024-08-10,288,3,NA,0,1.04,NA
"P0023",2024-08-11,288,6,NA,0,2.08,NA
"P0023",2024-08-12,288,8,NA,0,2.78,NA
"P0023",2024-08-13,288,4,NA,0,1.39,NA
"P0023",2024-08-14,288,5,NA,0,1.74,NA
"P0023",2024-08-15,288,11,NA,0,3.82,NA
"P0023",2024-08-16,288,7,NA,0,2.43,NA
"P0023",2024-08-17,288,11,NA,0,3.82,NA
"P0023",2024-08-18,288,9,NA,0,3.12,NA
"P0023",2024-08-19,288,2,NA,0,0.69,NA
"P0023",2024-08-20,288,5,NA,0,1.74,NA
"P0023",2024-08-21,288,9,NA,0,3.12,NA
"P0023",2024-08-22,288,10,NA,0,3.47,NA
"P0023",2024-08-23,288,3,NA,0,1.04,NA
"P0023",2024-08-24,100,2,NA,0,2,NA
"P0024",2024-05-29,125,2,NA,0,1.6,NA
"P0024",2024-05-30,288,5,NA,0,1.74,NA
"P0024",2024-05-31,288,5,NA,0,1.74,NA
"P0024",2024-06-01,288,7,NA,0,2.43,NA
"P0024",2024-06-02,288,5,NA,0,1.74,NA
"P0024",2024-06-03,288,12,NA,0,4.17,NA
"P0024",2024-06-04,288,3,NA,0,1.04,NA
"P0024",2024-06-05,288,5,NA,0,1.74,NA
"P0024",2024-06-06,288,9,NA,0,3.12,NA
"P0024",2024-06-07,288,6,NA,0,2.08,NA
"P0024",2024-06-08,288,2,NA,0,0.69,NA
"P0024",2024-06-09,288,13,NA,0,4.51,NA
"P0024",2024-06-10,288,2,NA,0,0.69,NA
"P0024",2024-06-11,288,8,NA,0,2.78,NA
"P0024",2024-06-12,288,8,NA,0,2.78,NA
"P0024",2024-06-13,288,6,NA,0,2.08,NA
"P0024",2024-06-14,288,11,NA,0,3.82,NA
"P0024",2024-06-15,288,8,NA,0,2.78,NA
"P0024",2024-06-16,288,6,NA,0,2.08,NA
"P0024",2024-06-17,288,6,NA,0,2.08,NA
"P0024",2024-06-18,288,7,NA,0,2.43,NA
"P0024",2024-06-19,288,5,NA,0,1.74,NA
"P0024",2024-06-20,288,12,NA,0,4.17,NA
"P0024",2024-06-21,288,10,NA,0,3.47,NA
"P0024",2024-06-22,288,9,NA,0,3.12,NA
"P0024",2024-06-23,288,5,NA,0,1.74,NA
"P0024",2024-06-24,288,13,NA,0,4.51,NA
"P0024",2024-06-25,288,6,NA,0,2.08,NA
"P0024",2024-06-26,288,6,NA,0,2.08,NA
"P0024",2024-06-27,288,5,NA,0,1.74,NA
"P0024",2024-06-28,288,7,NA,0,2.43,NA
"P0024",2024-06-29,288,8,NA,0,2.78,NA
"P0024",2024-06-30,288,9,NA,0,3.12,NA
"P0024",2024-07-01,288,9,NA,0,3.12,NA
"P0024",2024-07-02,288,8,NA,0,2.78,NA
"P0024",2024-07-03,288,11,NA,0,3.82,NA
"P0024",2024-07-04,288,10,NA,0,3.47,NA
"P0024",2024-07-05,288,3,NA,0,1.04,NA
"P0024",2024-07-06,288,8,NA,0,2.78,NA
"P0024",2024-07-07,288,7,NA,0,2.43,NA
"P0024",2024-07-08,288,6,NA,0,2.08,NA
"P0024",2024-07-09,288,8,NA,0,2.78,NA
"P0024",2024-07-10,288,8,NA,0,2.78,NA
"P0024",2024-07-11,288,11,NA,0,3.82,NA
"P0024",2024-07-12,288,5,NA,0,1.74,NA
"P0024",2024-07-13,288,9,NA,0,3.12,NA
"P0024",2024-07-14,288,6,NA,0,2.08,NA
"P0024",2024-07-15,288,10,NA,0,3.47,NA
"P0024",2024-07-16,288,3,NA,0,1.04,NA
"P0024",2024-07-17,288,5,NA,0,1.74,NA
"P0024",2024-07-18,288,6,NA,0,2.08,NA
"P0024",2024-07-19,288,6,NA,0,2.08,NA
"P0024",2024-07-20,288,5,NA,0,1.74,NA
"P0024",2024-07-21,288,13,NA,0,4.51,NA
"P0024",2024-07-22,288,10,NA,0,3.47,NA
"P0024",2024-07-23,288,4,NA,0,1.39,NA
"P0024",2024-07-24,35,0,0,0,0,0
"P0025",2024-04-18,163,5,NA,0,3.07,NA
"P0025",2024-04-19,288,7,NA,0,2.43,NA
"P0025",2024-04-20,288,4,NA,0,1.39,NA
"P0025",2024-04-21,288,8,NA,0,2.78,NA
"P0025",2024-04-22,288,10,NA,0,3.47,NA
"P0025",2024-04-23,288,5,NA,0,1.74,NA
"P0025",2024-04-24,288,9,NA,0,3.12,NA
"P0025",2024-04-25,288,7,NA,0,2.43,NA
"P0025",2024-04-26,288,8,NA,0,2.78,NA
"P0025",2024-04-27,288,6,NA,0,2.08,NA
"P0025",2024-04-28,288,9,NA,0,3.12,NA
"P0025",2024-04-29,288,11,NA,0,3.82,NA
"P0025",2024-04-30,288,8,NA,0,2.78,NA
"P0025",2024-05-01,288,8,NA,0,2.78,NA
"P0025",2024-05-02,288,6,NA,0,2.08,NA
"P0025",2024-05-03,288,6,NA,0,2.08,NA
"P0025",2024-05-04,288,4,NA,0,1.39,NA
"P0025",2024-05-05,288,8,NA,0,2.78,NA
"P0025",2024-05-06,288,7,NA,0,2.43,NA
"P0025",2024-05-07,288,6,NA,0,2.08,NA
"P0025",2024-05-08,288,8,NA,0,2.78,NA
"P0025",2024-05-09,288,4,NA,0,1.39,NA
"P0025",2024-05-10,288,11,NA,0,3.82,NA
"P0025",2024-05-11,288,8,NA,0,2.78,NA
"P0025",2024-05-12,288,9,NA,0,3.12,NA
"P0025",2024-05-13,288,7,NA,0,2.43,NA
"P0025",2024-05-14,288,9,NA,0,3.12,NA
"P0025",2024-05-15,288,8,NA,0,2.78,NA
"P0025",2024-05-16,288,7,NA,0,2.43,NA
"P0025",2024-05-17,288,9,NA,0,3.12,NA
"P0025",2024-05-18,288,10,NA,0,3.47,NA
"P0025",2024-05-19,288,8,NA,0,2.78,NA
"P0025",2024-05-20,288,8,NA,0,2.78,NA
"P0025",2024-05-21,288,6,NA,0,2.08,NA
"P0025",2024-05-22,288,3,NA,0,1.04,NA
"P0025",2024-05-23,288,7,NA,0,2.43,NA
"P0025",2024-05-24,288,6,NA,0,2.08,NA
"P0025",2024-05-25,288,8,NA,0,2.78,NA
"P0025",2024-05-26,288,5,NA,0,1.74,NA
"P0025",2024-05-27,288,7,NA,0,2.43,NA
"P0025",2024-05-28,288,6,NA,0,2.08,NA
"P0025",2024-05-29,288,4,NA,0,1.39,NA
"P0025",2024-05-30,288,5,NA,0,1.74,NA
"P0025",2024-05-31,288,8,NA,0,2.78,NA
"P0025",2024-06-01,288,6,NA,0,2.08,NA
"P0025",2024-06-02,288,7,NA,0,2.43,NA
"P0025",2024-06-03,288,6,NA,0,2.08,NA
"P0025",2024-06-04,288,6,NA,0,2.08,NA
"P0025",2024-06-05,288,9,NA,0,3.12,NA
"P0025",2024-06-06,288,8,NA,0,2.78,NA
"P0025",2024-06-07,288,10,NA,0,3.47,NA
"P0025",2024-06-08,288,7,NA,0,2.43,NA
"P0025",2024-06-09,288,8,NA,0,2.78,NA
"P0025",2024-06-10,288,6,NA,0,2.08,NA
"P0025",2024-06-11,288,5,NA,0,1.74,NA
"P0025",2024-06-12,285,5,NA,0,1.75,NA
"P0026",2024-01-18,110,3,NA,0,2.73,NA
"P0026",2024-01-19,288,1,NA,0,0.35,NA
"P0026",2024-01-20,288,7,NA,0,2.43,NA
"P0026",2024-01-21,288,13,NA,0,4.51,NA
"P0026",2024-01-22,288,9,NA,0,3.12,NA
"P0026",2024-01-23,288,7,NA,0,2.43,NA
"P0026",2024-01-24,288,5,NA,0,1.74,NA
"P0026",2024-01-25,288,8,NA,0,2.78,NA
"P0026",2024-01-26,288,3,NA,0,1.04,NA
"P0026",2024-01-27,288,11,NA,0,3.82,NA
"P0026",2024-01-28,288,4,NA,0,1.39,NA
"P0026",2024-01-29,288,6,NA,0,2.08,NA
"P0026",2024-01-30,288,11,NA,0,3.82,NA
"P0026",2024-01-31,288,6,NA,0,2.08,NA
"P0026",2024-02-01,288,7,NA,0,2.43,NA
"P0026",2024-02-02,288,9,NA,0,3.12,NA
"P0026",2024-02-03,288,7,NA,0,2.43,NA
"P0026",2024-02-04,288,1,NA,0,0.35,NA
"P0026",2024-02-05,288,4,NA,0,1.39,NA
"P0026",2024-02-06,288,5,NA,0,1.74,NA
"P0026",2024-02-07,288,7,NA,0,2.43,NA
"P0026",2024-02-08,288,10,NA,0,3.47,NA
"P0026",2024-02-09,288,8,NA,0,2.78,NA
"P0026",2024-02-10,288,7,NA,0,2.43,NA
"P0026",2024-02-11,288,10,NA,0,3.47,NA
"P0026",2024-02-12,288,8,NA,0,2.78,NA
"P0026",2024-02-13,288,4,NA,0,1.39,NA
"P0026",2024-02-14,288,7,NA,0,2.43,NA
"P0026",2024-02-15,288,9,NA,0,3.12,NA
"P0026",2024-02-16,288,6,NA,0,2.08,NA
"P0026",2024-02-17,288,10,NA,0,3.47,NA
"P0026",2024-02-18,288,8,NA,0,2.78,NA
"P0026",2024-02-19,288,13,NA,0,4.51,NA
"P0026",2024-02-20,288,5,NA,0,1.74,NA
"P0026",2024-02-21,288,4,NA,0,1.39,NA
"P0026",2024-02-22,288,6,NA,0,2.08,NA
"P0026",2024-02-23,288,9,NA,0,3.12,NA
"P0026",2024-02-24,288,1,NA,0,0.35,NA
"P0026",2024-02-25,288,3,NA,0,1.04,NA
"P0026",2024-02-26,288,8,NA,0,2.78,NA
"P0026",2024-02-27,288,7,NA,0,2.43,NA
"P0026",2024-02-28,288,5,NA,0,1.74,NA
"P0026",2024-02-29,288,10,NA,0,3.47,NA
"P0026",2024-03-01,288,4,NA,0,1.39,NA
"P0026",2024-03-02,288,7,NA,0,2.43,NA
"P0026",2024-03-03,288,7,NA,0,2.43,NA
"P0026",2024-03-04,288,5,NA,0,1.74,NA
"P0026",2024-03-05,288,5,NA,0,1.74,NA
"P0026",2024-03-06,288,4,NA,0,1.39,NA
"P0026",2024-03-07,288,6,NA,0,2.08,NA
"P0026",2024-03-08,288,10,NA,0,3.47,NA
"P0026",2024-03-09,288,9,NA,0,3.12,NA
"P0026",2024-03-10,288,6,NA,0,2.08,NA
"P0026",2024-03-11,288,13,NA,0,4.51,NA
"P0026",2024-03-12,288,4,NA,0,1.39,NA
"P0026",2024-03-13,288,6,NA,0,2.08,NA
"P0026",2024-03-14,50,0,0,0,0,0
"P0027",2024-03-30,54,0,0,0,0,0
"P0027",2024-03-31,288,9,NA,0,3.12,NA
"P0027",2024-04-01,288,10,NA,0,3.47,NA
"P0027",2024-04-02,288,5,NA,0,1.74,NA
"P0027",2024-04-03,288,5,NA,0,1.74,NA
"P0027",2024-04-04,288,9,NA,0,3.12,NA
"P0027",2024-04-05,288,5,NA,0,1.74,NA
"P0027",2024-04-06,288,7,NA,0,2.43,NA
"P0027",2024-04-07,288,6,NA,0,2.08,NA
"P0027",2024-04-08,288,10,NA,0,3.47,NA
"P0027",2024-04-09,288,5,NA,0,1.74,NA
"P0027",2024-04-10,288,9,NA,0,3.12,NA
"P0027",2024-04-11,288,4,NA,0,1.39,NA
"P0027",2024-04-12,288,6,NA,0,2.08,NA
"P0027",2024-04-13,288,3,NA,0,1.04,NA
"P0027",2024-04-14,288,9,NA,0,3.12,NA
"P0027",2024-04-15,288,8,NA,0,2.78,NA
"P0027",2024-04-16,288,12,NA,0,4.17,NA
"P0027",2024-04-17,288,5,NA,0,1.74,NA
"P0027",2024-04-18,288,8,NA,0,2.78,NA
"P0027",2024-04-19,288,14,NA,0,4.86,NA
"P0027",2024-04-20,288,8,NA,0,2.78,NA
"P0027",2024-04-21,288,2,NA,0,0.69,NA
"P0027",2024-04-22,288,6,NA,0,2.08,NA
"P0027",2024-04-23,288,5,NA,0,1.74,NA
"P0027",2024-04-24,288,6,NA,0,2.08,NA
"P0027",2024-04-25,288,6,NA,0,2.08,NA
"P0027",2024-04-26,288,6,NA,0,2.08,NA
"P0027",2024-04-27,288,6,NA,0,2.08,NA
"P0027",2024-04-28,288,5,NA,0,1.74,NA
"P0027",2024-04-29,288,9,NA,0,3.12,NA
"P0027",2024-04-30,288,6,NA,0,2.08,NA
"P0027",2024-05-01,288,5,NA,0,1.74,NA
"P0027",2024-05-02,288,7,NA,0,2.43,NA
"P0027",2024-05-03,288,9,NA,0,3.12,NA
"P0027",2024-05-04,288,6,NA,0,2.08,NA
"P0027",2024-05-05,288,12,NA,0,4.17,NA
"P0027",2024-05-06,288,3,NA,0,1.04,NA
"P0027",2024-05-07,288,7,NA,0,2.43,NA
"P0027",2024-05-08,288,7,NA,0,2.43,NA
"P0027",2024-05-09,288,10,NA,0,3.47,NA
"P0027",2024-05-10,288,9,NA,0,3.12,NA
"P0027",2024-05-11,288,2,NA,0,0.69,NA
"P0027",2024-05-12,288,5,NA,0,1.74,NA
"P0027",2024-05-13,288,6,NA,0,2.08,NA
"P0027",2024-05-14,288,4,NA,0,1.39,NA
"P0027",2024-05-15,288,7,NA,0,2.43,NA
"P0027",2024-05-16,288,5,NA,0,1.74,NA
"P0027",2024-05-17,288,4,NA,0,1.39,NA
"P0027",2024-05-18,288,7,NA,0,2.43,NA
"P0027",2024-05-19,288,6,NA,0,2.08,NA
"P0027",2024-05-20,288,7,NA,0,2.43,NA
"P0027",2024-05-21,288,9,NA,0,3.12,NA
"P0027",2024-05-22,288,1,NA,0,0.35,NA
"P0027",2024-05-23,288,5,NA,0,1.74,NA
"P0027",2024-05-24,288,5,NA,0,1.74,NA
"P0027",2024-05-25,106,5,NA,0,4.72,NA
"P0028",2024-03-15,169,5,NA,0,2.96,NA
"P0028",2024-03-16,288,4,NA,0,1.39,NA
"P0028",2024-03-17,288,6,NA,0,2.08,NA
"P0028",2024-03-18,288,4,NA,0,1.39,NA
"P0028",2024-03-19,288,11,NA,0,3.82,NA
"P0028",2024-03-20,288,7,NA,0,2.43,NA
"P0028",2024-03-21,288,4,NA,0,1.39,NA
"P0028",2024-03-22,288,5,NA,0,1.74,NA
"P0028",2024-03-23,288,5,NA,0,1.74,NA
"P0028",2024-03-24,288,5,NA,0,1.74,NA
"P0028",2024-03-25,288,4,NA,0,1.39,NA
"P0028",2024-03-26,288,9,NA,0,3.12,NA
"P0028",2024-03-27,288,6,NA,0,2.08,NA
"P0028",2024-03-28,288,10,NA,0,3.47,NA
"P0028",2024-03-29,288,7,NA,0,2.43,NA
"P0028",2024-03-30,288,8,NA,0,2.78,NA
"P0028",2024-03-31,288,11,NA,0,3.82,NA
"P0028",2024-04-01,288,8,NA,0,2.78,NA
"P0028",2024-04-02,288,9,NA,0,3.12,NA
"P0028",2024-04-03,288,11,NA,0,3.82,NA
"P0028",2024-04-04,288,9,NA,0,3.12,NA
"P0028",2024-04-05,288,4,NA,0,1.39,NA
"P0028",2024-04-06,288,7,NA,0,2.43,NA
"P0028",2024-04-07,288,9,NA,0,3.12,NA
"P0028",2024-04-08,288,6,NA,0,2.08,NA
"P0028",2024-04-09,288,8,NA,0,2.78,NA
"P0028",2024-04-10,288,5,NA,0,1.74,NA
"P0028",2024-04-11,288,5,NA,0,1.74,NA
"P0028",2024-04-12,288,9,NA,0,3.12,NA
"P0028",2024-04-13,288,3,NA,0,1.04,NA
"P0028",2024-04-14,288,9,NA,0,3.12,NA
"P0028",2024-04-15,288,7,NA,0,2.43,NA
"P0028",2024-04-16,288,5,NA,0,1.74,NA
"P0028",2024-04-17,288,6,NA,0,2.08,NA
"P0028",2024-04-18,288,7,NA,0,2.43,NA
"P0028",2024-04-19,288,5,NA,0,1.74,NA
"P0028",2024-04-20,288,6,NA,0,2.08,NA
"P0028",2024-04-21,288,12,NA,0,4.17,NA
"P0028",2024-04-22,288,6,NA,0,2.08,NA
"P0028",2024-04-23,288,10,NA,0,3.47,NA
"P0028",2024-04-24,288,6,NA,0,2.08,NA
"P0028",2024-04-25,288,8,NA,0,2.78,NA
"P0028",2024-04-26,288,7,NA,0,2.43,NA
"P0028",2024-04-27,288,14,NA,0,4.86,NA
"P0028",2024-04-28,288,8,NA,0,2.78,NA
"P0028",2024-04-29,288,8,NA,0,2.78,NA
"P0028",2024-04-30,288,6,NA,0,2.08,NA
"P0028",2024-05-01,288,9,NA,0,3.12,NA
"P0028",2024-05-02,288,8,NA,0,2.78,NA
"P0028",2024-05-03,288,3,NA,0,1.04,NA
"P0028",2024-05-04,288,10,NA,0,3.47,NA
"P0028",2024-05-05,288,7,NA,0,2.43,NA
"P0028",2024-05-06,288,4,NA,0,1.39,NA
"P0028",2024-05-07,288,15,NA,0,5.21,NA
"P0028",2024-05-08,288,9,NA,0,3.12,NA
"P0028",2024-05-09,279,5,NA,0,1.79,NA
"P0029",2024-05-15,143,3,NA,0,2.1,NA
"P0029",2024-05-16,288,9,NA,0,3.12,NA
"P0029",2024-05-17,288,5,NA,0,1.74,NA
"P0029",2024-05-18,288,9,NA,0,3.12,NA
"P0029",2024-05-19,288,8,NA,0,2.78,NA
"P0029",2024-05-20,288,9,NA,0,3.12,NA
"P0029",2024-05-21,288,8,NA,0,2.78,NA
"P0029",2024-05-22,288,6,NA,0,2.08,NA
"P0029",2024-05-23,288,7,NA,0,2.43,NA
"P0029",2024-05-24,288,6,NA,0,2.08,NA
"P0029",2024-05-25,288,7,NA,0,2.43,NA
"P0029",2024-05-26,288,6,NA,0,2.08,NA
"P0029",2024-05-27,288,5,NA,0,1.74,NA
"P0029",2024-05-28,288,6,NA,0,2.08,NA
"P0029",2024-05-29,288,5,NA,0,1.74,NA
"P0029",2024-05-30,288,7,NA,0,2.43,NA
"P0029",2024-05-31,288,4,NA,0,1.39,NA
"P0029",2024-06-01,288,11,NA,0,3.82,NA
"P0029",2024-06-02,288,11,NA,0,3.82,NA
"P0029",2024-06-03,288,13,NA,0,4.51,NA
"P0029",2024-06-04,288,7,NA,0,2.43,NA
"P0029",2024-06-05,288,7,NA,0,2.43,NA
"P0029",2024-06-06,288,9,NA,0,3.12,NA
"P0029",2024-06-07,288,8,NA,0,2.78,NA
"P0029",2024-06-08,288,7,NA,0,2.43,NA
"P0029",2024-06-09,288,11,NA,0,3.82,NA
"P0029",2024-06-10,288,6,NA,0,2.08,NA
"P0029",2024-06-11,288,7,NA,0,2.43,NA
"P0029",2024-06-12,288,2,NA,0,0.69,NA
"P0029",2024-06-13,288,6,NA,0,2.08,NA
"P0029",2024-06-14,288,8,NA,0,2.78,NA
"P0029",2024-06-15,288,11,NA,0,3.82,NA
"P0029",2024-06-16,288,6,NA,0,2.08,NA
"P0029",2024-06-17,288,9,NA,0,3.12,NA
"P0029",2024-06-18,288,6,NA,0,2.08,NA
"P0029",2024-06-19,288,6,NA,0,2.08,NA
"P0029",2024-06-20,288,7,NA,0,2.43,NA
"P0029",2024-06-21,288,4,NA,0,1.39,NA
"P0029",2024-06-22,288,4,NA,0,1.39,NA
"P0029",2024-06-23,288,9,NA,0,3.12,NA
"P0029",2024-06-24,288,7,NA,0,2.43,NA
"P0029",2024-06-25,288,5,NA,0,1.74,NA
"P0029",2024-06-26,288,7,NA,0,2.43,NA
"P0029",2024-06-27,288,11,NA,0,3.82,NA
"P0029",2024-06-28,288,4,NA,0,1.39,NA
"P0029",2024-06-29,288,3,NA,0,1.04,NA
"P0029",2024-06-30,288,10,NA,0,3.47,NA
"P0029",2024-07-01,288,6,NA,0,2.08,NA
"P0029",2024-07-02,288,4,NA,0,1.39,NA
"P0029",2024-07-03,288,4,NA,0,1.39,NA
"P0029",2024-07-04,288,7,NA,0,2.43,NA
"P0029",2024-07-05,288,9,NA,0,3.12,NA
"P0029",2024-07-06,288,4,NA,0,1.39,NA
"P0029",2024-07-07,288,5,NA,0,1.74,NA
"P0029",2024-07-08,288,9,NA,0,3.12,NA
"P0029",2024-07-09,288,6,NA,0,2.08,NA
"P0029",2024-07-10,17,0,0,0,0,0
"P0030",2024-04-07,17,0,0,0,0,0
"P0030",2024-04-08,288,8,NA,0,2.78,NA
"P0030",2024-04-09,288,11,NA,0,3.82,NA
"P0030",2024-04-10,288,6,NA,0,2.08,NA
"P0030",2024-04-11,288,1,0,0,0.35,0
"P0030",2024-04-12,288,2,NA,0,0.69,NA
"P0030",2024-04-13,288,9,NA,0,3.12,NA
"P0030",2024-04-14,288,9,NA,0,3.12,NA
"P0030",2024-04-15,288,6,NA,0,2.08,NA
"P0030",2024-04-16,288,11,NA,0,3.82,NA
"P0030",2024-04-17,288,3,NA,0,1.04,NA
"P0030",2024-04-18,288,9,NA,0,3.12,NA
"P0030",2024-04-19,288,6,NA,0,2.08,NA
"P0030",2024-04-20,288,10,NA,0,3.47,NA
"P0030",2024-04-21,288,4,NA,0,1.39,NA
"P0030",2024-04-22,288,8,NA,0,2.78,NA
"P0030",2024-04-23,288,7,NA,0,2.43,NA
"P0030",2024-04-24,288,6,NA,0,2.08,NA
"P0030",2024-04-25,288,8,NA,0,2.78,NA
"P0030",2024-04-26,288,7,NA,0,2.43,NA
"P0030",2024-04-27,288,6,NA,0,2.08,NA
"P0030",2024-04-28,288,2,NA,0,0.69,NA
"P0030",2024-04-29,288,8,NA,0,2.78,NA
"P0030",2024-04-30,288,10,NA,0,3.47,NA
"P0030",2024-05-01,288,10,NA,0,3.47,NA
"P0030",2024-05-02,288,7,NA,0,2.43,NA
"P0030",2024-05-03,288,7,NA,0,2.43,NA
"P0030",2024-05-04,288,15,NA,0,5.21,NA
"P0030",2024-05-05,288,5,NA,0,1.74,NA
"P0030",2024-05-06,288,8,NA,0,2.78,NA
"P0030",2024-05-07,288,7,NA,0,2.43,NA
"P0030",2024-05-08,288,8,NA,0,2.78,NA
"P0030",2024-05-09,288,6,NA,0,2.08,NA
"P0030",2024-05-10,288,5,NA,0,1.74,NA
"P0030",2024-05-11,288,7,NA,0,2.43,NA
"P0030",2024-05-12,288,9,NA,0,3.12,NA
"P0030",2024-05-13,288,8,NA,0,2.78,NA
"P0030",2024-05-14,288,5,NA,0,1.74,NA
"P0030",2024-05-15,288,8,NA,0,2.78,NA
"P0030",2024-05-16,288,13,NA,0,4.51,NA
"P0030",2024-05-17,288,6,NA,0,2.08,NA
"P0030",2024-05-18,288,7,NA,0,2.43,NA
"P0030",2024-05-19,288,15,NA,0,5.21,NA
"P0030",2024-05-20,288,6,NA,0,2.08,NA
"P0030",2024-05-21,288,11,NA,0,3.82,NA
